Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,7/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
IDA & IBRD total,IBT,Agricultural land (sq. km),AG.LND.AGRI.K2,,30062351.84,30145961.16,30234438.56,30313983.95,30408630.16,30495347.23,30575616.59,30679183.49,30758737.71,30865289.61,30999166.98,31148305.43,31287424.04,31415372.77,31532234.12,31523000.82,31673639.04,31832326.23,31961043.39,32080375.41,32144672.53,32306270.26,32465280.19,32669499.96,32884339.33,32982652.06,33111757.01,33197820.63,33294672.03,33384657.42,33467304.32,33502140.15,33902513.44,33977356.98,33973375.81,33996241.53,34169892.59,34211793.36,34278106.59,34313143.3,34322755.13,34346459.44,34228191.59,34264953.38,34180319.92,34215695.04,34258884.29,34214807.77,34243426.46,34350073.86,34384606.45,35834740.08,35897387.35,35890545.92,35955906.4,35964782.99,35965264.07,35999560.54,35997163.25,36079441.36,36100412.38,36072854.65,35999422.39,,
IDA total,IDA,Agricultural land (sq. km),AG.LND.AGRI.K2,,7306898.876,7317431.271,7341665.554,7359833.663,7373911.58,7377448.633,7383206.49,7393985.516,7387848.643,7397495.586,7403107.377,7421596.961,7437468.936,7433108.176,7449321.868,7457371.714,7464371.707,7486074.485,7489739.884,7514196.371,7522251.18,7554426.185,7547981.052,7575126.137,7608091.836,7615214.447,7636006.467,7647529.597,7665434.794,7686122.816,7714563.58,7741982.717,8162992.946,8207806.813,8271526.565,8301482.876,8342154.507,8365053.267,8415200.358,8447398.697,8481749.61,8500959.928,8544789.247,8563201.359,8644745.781,8673903.534,8711419.29,8731148.561,8773519.341,8811240.461,8860258.802,10307746.29,10353713.35,10390120.88,10430906.35,10461404.32,10498798.61,10545719.84,10558056.5,10591017.69,10605794.2,10623385.99,10637305.04,,
IDA blend,IDB,Agricultural land (sq. km),AG.LND.AGRI.K2,,1891273.976,1896700.471,1900809.204,1909556.713,1921889.63,1925571.733,1926213.59,1926326.616,1916466.093,1921807.056,1922169.327,1926378.011,1940800.786,1939837.826,1950738.568,1952980.808,1959173.091,1966324.049,1972116.008,1986239.215,1981765.544,2006414.029,1989350.566,2007217.666,2020220,2011243.437,2023759.942,2020450.227,2030873.619,2034189.867,2040839.346,2054596.976,2070174.208,2083127.092,2115691.79,2113934.56,2119928.104,2127699.606,2138402.551,2142206.867,2142538.17,2143454.352,2145370.942,2149413.891,2152647.011,2156270.962,2159380.905,2153859.854,2156549.542,2159423.135,2174842.752,2187400.676,2193085.685,2204313.887,2219813.548,2224547.38,2233109.045,2252447.594,2249337.122,2263044.723,2264952.555,2267414.277,2275939.789,,
Indonesia,IDN,Agricultural land (sq. km),AG.LND.AGRI.K2,,312295.267,314160.091,316335.004,317491.783,319946.875,321621,322838.001,326770.676,330626.37,332031.619,335930.5,339658.872,342537.846,345272.474,349264.367,349104.035,351138.664,353968.077,358535.68,362666.171,366409.601,370357.867,372225.366,370520,392785,412920,434850,441370,444350,450830,415240,413560,420160,419710,429780,429680,429680,431180,441180,446180,454410,460410,465410,466326.306,468242.612,479158.918,489075.224,491991.53,498907.836,498824.142,508740.448,508656.754,513573.06,516489.366,518405.672,523321.978,521197.284,533437.59,539792.896,543823.202,548005.508,548980.814,551222.03,,
IDA only,IDX,Agricultural land (sq. km),AG.LND.AGRI.K2,,5415624.9,5420730.8,5440856.35,5450276.95,5452021.95,5451876.9,5456992.9,5467658.9,5471382.55,5475688.53,5480938.05,5495218.95,5496668.15,5493270.35,5498583.3,5504390.906,5505198.616,5519750.436,5517623.876,5527957.156,5540485.636,5548012.156,5558630.486,5567908.471,5587871.836,5603971.01,5612246.525,5627079.37,5634561.175,5651932.949,5673724.234,5687385.741,6092818.738,6124679.721,6155834.775,6187548.316,6222226.403,6237353.661,6276797.807,6305191.83,6339211.44,6357505.576,6399418.305,6413787.468,6492098.77,6517632.572,6552038.385,6577288.707,6616969.799,6651817.326,6685416.05,8120345.617,8160627.662,8185806.989,8211092.801,8236856.939,8265689.564,8293272.244,8308719.379,8327972.962,8340841.64,8355971.715,8361365.249,,
Isle of Man,IMN,Agricultural land (sq. km),AG.LND.AGRI.K2,,325,325,322,318,320,310,311,312,316,316,316,320,324,328,332,337,341,345,349,354,358,363,366,370,374,379,383,387,391,396,400,404,408,413,417,421,425,430,434,438,442,454,457.7,458,461.1,423.6,421.2,442.8,434.2,433.8,426.1,384,388,389,411,402,404,412,402,402,392,407,393.812,,
India,IND,Agricultural land (sq. km),AG.LND.AGRI.K2,,1749520,1764820,1761540,1767120,1771770,1775300,1778070,1783640,1777920,1780520,1778170,1779460,1787510,1792820,1796940,1796490,1795910,1805920,1805800,1802720,1804010,1807710,1804620,1814520,1813400,1811920,1815430,1810910,1815010,1814130,1815860,1813050,1813820,1812910,1809450,1805890,1809810,1808740,1810210,1809750,1804870,1805600,1802490,1803750,1801260,1799060,1796200,1797570,1800680,1795730,1796700,1796420,1796980,1797280,1796750,1795780,1792360,1791160,1790450,1785280,1785423.333,1785566.667,1785710,,
Not classified,INX,Agricultural land (sq. km),AG.LND.AGRI.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Agricultural land (sq. km),AG.LND.AGRI.K2,,45580,46137,46169,46596,47078,47537,47826,48029,48160,47943,48240,48274,48420,48488,48355,48520,48808,48853,48962,49315,49091,48952,48765,48934,48836,48449,48170,48005,46767,45374,44448,44162,44073,43936,43887,43418,43556.4,43694.8,43833.2,43961.6,44100,43730,43700,43050,43020,42600,42760,46290,45939.2,45680,45550,45330,44770,44660,44300,44610,44890,45160,45240,45120,43370,43480,41890,,
"Iran, Islamic Rep.",IRN,Agricultural land (sq. km),AG.LND.AGRI.K2,,592710,592900,593500,594100,594700,594800,595500,596000,596700,597000,601540,608000,614810,609600,604400,599500,596930,588670,599080,577130,582800,588670,592100,595400,603700,607000,610300,618710,617000,615000,629970,637870,641520,641570,642080,644270,638320,647870,636870,628840,638230,640440,642650,644860,476310,478520,480730,466850,466862,465394,463926,462458,459540,459540,459540,459540,464350,469150,469880,470280,470670,470670,470670,,
Iraq,IRQ,Agricultural land (sq. km),AG.LND.AGRI.K2,,88000,88550,89100,88650,89200,89250,89800,89850,89900,89930,89990,91600,91700,92800,92850,92850,92850,93890,94390,94390,94390,94500,94500,94500,94650,94827,94662,95105,92314,92378,96281,95420,98727,93235,90653,90703,86475,86389,84801,84952,84861,86841,86849,86295,87754,89784,91337,82012,78458,82187,85263,85681,88853.5,93342,92748,93227,93388,93790,94508,94534,94831,94547,94774,,
Iceland,ISL,Agricultural land (sq. km),AG.LND.AGRI.K2,,21200,21200,21200,21200,21200,21200,21200,21200,21200,20010,19910,19810,19710,19600,19500,19400,19310,19210,19110,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19010,19010,19010,19000,19000,18990,18970,18950,18910,18890,18890,18890,18870,18850,18840,18820,18810,18760,18760,18750,18740,18732,18722,18722,18722,18720,18720,18720,18720,18720,18720,18720,18720,16380,,
Israel,ISR,Agricultural land (sq. km),AG.LND.AGRI.K2,,5110,5050,5220,5250,5140,5250,5250,5210,5230,5250,5270,5270,5370,5450,5400,5300,5310,5330,5330,5330,5380,5400,5530,5640,5750,5790,5770,5760,5750,5790,5780,5770,5770,5790,5730,5640,5630,5620,5590,5660,5610,5630,5510,5135,5145,5088,5181,5156,5226,5045,5170,5262,5203,5377,5339,5520,6440,6413,6384,5418,5390,5346,5367,,
Italy,ITA,Agricultural land (sq. km),AG.LND.AGRI.K2,,206830,206520,205100,204620,204400,204050,203790,203550,202270,201800,176490,175080,174820,175020,175170,175290,175010,175890,176080,175620,175510,175360,172600,172440,170950,170420,170120,168390,168500,168400,160540,159780,159100,157020,153330,153490,153450,154840,157990,156370,155020,152730,149070,148830,147360,142030,141620,144572,139824,143278,138526,137290,136300,131620,129450,128120,128265.7,124050,131209.62,125183.7,124030.309,130007.82,130875.57,,
Jamaica,JAM,Agricultural land (sq. km),AG.LND.AGRI.K2,,5330,5350,5350,5330,5070,5170,5170,5170,5170,5070,5070,5070,5070,5070,5070,5070,5070,5070,4970,4970,4970,4870,4770,4770,4770,4770,4770,4770,4770,4760,4760,4760,5030,5000,4970,4940,4890,4840,4820,4790,4790,4740,4740,4720,4670,4670,4640,4490,4460,4213,4205,4198,4188,4179,4170,4170,4170,4170,4170,4170,4170,4170,4170,,
Jordan,JOR,Agricultural land (sq. km),AG.LND.AGRI.K2,,10840,10860,10870,10910,10920,10940,10970,10990,11000,11040,11050,11090,11100,11140,11150,11170,11180,11220,11250,11270,11176,11241,11380,10501,11178,11258,11560,11650,11498,10402,10104,11207,10900,10720,11140,10510,10610,10660,10670,10690,10220,10250,10050,10370,10130,10180,9633,9725,10250,10023,10026,10449,10566,10640,10563,10659.6,10070,10218,10365,10290,10230,10430,10240,,
Japan,JPN,Agricultural land (sq. km),AG.LND.AGRI.K2,,71100,71200,70200,70300,70040,68960,68380,67970,66520,66960,65430,64710,64220,63770,63230,62730,62400,62080,61760,61520,61210,60940,60690,60430,60160,59850,59580,59250,58780,58320,57840,57360,56860,56250,55620,55000,54370,53760,53210,52580,52130,51750,51400,51100,50800,50534,50268,49992,49746,49530,49190,49050,48920,48700,48460,48130,47780,47460,47150,46820,46590,46350,46070,,
Kazakhstan,KAZ,Agricultural land (sq. km),AG.LND.AGRI.K2,,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2214630,2217470,2216510,2171865,2154736,2156918,2153298,2150753,2153933,2144856,2134689,2130014,2126705,2122860,2118765,2114356,2108514,2107833,2171618,2169885,2170121,2169941,2167994,2162597,2162421,2162137,2160361,2139743,2141492,2142657,2142657,2142657,,
Kenya,KEN,Agricultural land (sq. km),AG.LND.AGRI.K2,,250270.21,250352.719,250435.229,250517.739,250600.248,250682.758,250765.268,250847.777,250930.287,251012.797,251095.306,251177.816,251260.326,251342.835,255720,255780,255800,254582.51,254665.019,254747.529,254830.039,254912.548,254995.058,254327.568,262900.077,263172.587,263875.097,266227.606,270220.116,267472.626,268625.135,270657.645,268420.155,272422.664,272365.174,264777.684,266290.193,265012.703,269275.213,267307.723,268390,268180,268740,269920,270020,270540,270663.474,270886.948,273110.421,273867.788,279300.273,282693.798,283391.139,283130.975,283046.441,284586.194,281345.106,285898.261,286666.749,286890.222,286961.01,287435.283,287686.669,,
Kyrgyz Republic,KGZ,Agricultural land (sq. km),AG.LND.AGRI.K2,,100880,100880,100880,100880,100880,100880,100880,100880,100880,100880,100880,100880,100880,100880,100880,100880,100880,100880,100880,100880,100880,100880,100880,100880,100880,100880,100880,100880,100880,100880,100880,100880,101200,103290,105370,106410,106610,106900,107260,107140,107760,107760,108400,107700,107450,107311,107286,107272,106173,106119,106085,105913,105567,105571,105562,105411,105401,103708,103684,103678,103661,105974.5,103588.44,,
Cambodia,KHM,Agricultural land (sq. km),AG.LND.AGRI.K2,,35180,35330,35420,35950,36270,36270,36290,35770,34770,34190,24500,24500,24500,25000,25000,25500,25500,26000,26000,26500,26500,26800,26900,26910,29900,32900,37000,41500,44350,44550,45100,45150,45222.22,45645.51,45631.46,45756.64,45749.6,46300,46400,47700,48900,50000,51000,52300,53560,53550,53550,53550,53287.32,53814.11,54331.958,54987.572,55519.852,55926.141,56479.44,57000.04,57846.239,58583.648,59515.978,60548.817,61252.397,61449.397,61543.397,,
Kiribati,KIR,Agricultural land (sq. km),AG.LND.AGRI.K2,,390,390,430,430,430,430,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,390,390,390,390,390,390,390,390,390,370,370,370,370,370,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,,
Maldives,MDV,Agricultural land (sq. km),AG.LND.AGRI.K2,,50,50,50,50,50,50,50,50,50,50,60,60,70,70,70,70,70,70,70,70,70,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,90,100,120,120,110,90,70,70,70,70,69,69,64,64,64,64,64,64,64,64,64,59,59,59,,
"Korea, Rep.",KOR,Agricultural land (sq. km),AG.LND.AGRI.K2,,21130,20810,21000,21910,22780,23150,23360,23430,23370,23240,22990,22700,22710,22680,22720,22700,22670,22630,22520,22470,22450,22430,22360,22290,22200,22170,22190,22140,21970,21790,21610,21360,21180,20960,20480,20080,19830,19690,19540,19730,19450,19190,19020,18930,18810,18580,18400,18170,17950,17730,17561,17880,17687,17483,17360,17008,16767,16520,16370,16210,16030,15840,15680,,
Kuwait,KWT,Agricultural land (sq. km),AG.LND.AGRI.K2,,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1360,1360,1360,1370,1370,1380,1380,1410,1410,1410,1410,1410,1420,1420,1420,1430,1430,1430,1440,1480,1510,1510,1510,1500,1500,1500,1510,1510,1515,1520,1525,1520,1536,1521,1494,1500,1514,1500,1500,1500,1500,1500,1500,,
Latin America & Caribbean (excluding high income),LAC,Agricultural land (sq. km),AG.LND.AGRI.K2,,5329810,5366650,5401189,5437348,5469977,5500215,5527844,5563293,5586962,5629951,5686550,5741958,5788607.061,5835455.121,5885745.182,5946274.242,6015513.303,6077242.364,6137562.424,6199606.565,6232494.546,6261203.606,6314762.667,6352602.727,6381813.698,6385024.308,6391279.839,6391379.73,6392168.893,6393909.93,6394456.942,6383873.694,6378889.529,6370455.291,6362715.96,6371848.039,6382941.257,6397486.826,6406533.995,6400733.294,6376264.989,6380503.946,6383483.337,6394447.774,6407923.457,6408167.181,6422879.538,6374014.356,6349156.611,6371108.022,6359397.295,6367876.08,6372809.995,6335785.531,6349915.687,6330834.675,6304192.889,6290742.889,6297175.94,6356020.686,6357132.425,6337625.224,6294604.945,,
Lao PDR,LAO,Agricultural land (sq. km),AG.LND.AGRI.K2,,15500,15500,15000,14500,14500,14600,14600,14700,14720,14770,14820,15120,15320,15550,15680,15800,15900,15980,16050,16060,16090,16170,16200,16300,16350,16380,16400,16500,16520,16600,16620,16640,16650,16900,17000,17000,17560,17650,17730,18060,18410,18760,19110,19460,19850,20250,20630,21040,21680,21935,22198,22578.5,23424,23872,24129,24260,23596,23198,22629,22079,22104,22598,22872,,
Lebanon,LBN,Agricultural land (sq. km),AG.LND.AGRI.K2,,5620,5700,5700,5800,5960,5960,6060,6160,6200,6250,6300,6350,6450,6400,6350,6300,6250,6190,6130,6010,5980,5980,5980,5980,5990,6000,6040,6040,6040,6050,6060,6060,6060,6070,6090,6180,6220,6260,5825,5950,5980,6160,6270,6383,6530,6790,6771,6630,6630,6400,6510,6580,6600,6620,6650,6710,6733.2,6715.5,6713,6741.15,6816.197,6764.85,6742.138,,
Liberia,LBR,Agricultural land (sq. km),AG.LND.AGRI.K2,,11467.6,11447.6,11447.6,11417.6,11417.6,11387.6,11387.6,11367.6,11367.6,11347.6,11347.6,11347.6,11347.6,11347.6,11347.6,11347.6,11397.6,11397.6,11397.6,11397.6,11397.6,11437.6,11487.6,11497.6,11517.6,11607.6,11667.6,11637.6,11637.6,10637.6,10940.2,11239.202,11539.884,11840.682,12145.122,12452.218,12754.76,13067.416,13367.4,13671.162,13972.93,14275.723,14578.479,14881.04,15179.629,15478.004,15771.809,16072.218,16371.311,16670.346,16966.591,17266.362,17565.513,17863.733,18164.532,18464.827,18766.883,19069.038,19230.4,19230.4,19230.4,19230.4,19230.4,,
Libya,LBY,Agricultural land (sq. km),AG.LND.AGRI.K2,,111700,113830,115850,117930,119950,122030,124050,126150,128200,130250,132350,134380,136450,138480,140550,142580,144650,146730,148750,150800,151850,152920,154050,154150,154270,154350,154400,154400,154450,154550,154600,154650,154650,154750,155150,156660,156660,154500,154500,154500,154500,154500,154500,153850,153850,153850,153850,153850,153850,153510,153510,153550,153550,153500,153500,153500,153500,153500,153500,153500,153500,153500,153500,,
Marshall Islands,MHL,Agricultural land (sq. km),AG.LND.AGRI.K2,,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,75,70,70,70,70,70,70,70,70,70,70,70,,
Latin America & Caribbean,LCN,Agricultural land (sq. km),AG.LND.AGRI.K2,,5678947,5716527,5751956,5789775,5824044,5856082,5885061,5922410,5947799,5992188,6051307,6108975,6159294.061,6210122.121,6263922.182,6328397.748,6396760.559,6457363.37,6516537.18,6577785.071,6609846.802,6637269.612,6689672.423,6727622.483,6755803.454,6757864.064,6760529.595,6759839.486,6759958.649,6758275.686,6757802.878,6744553.45,6737369.285,6728315.047,6718875.716,6726527.795,6736991.013,6751031.582,6758202.751,6753080.05,6728908.745,6736657.013,6738220.715,6753086.763,6765794.457,6763776.281,6776215.438,6725371.102,6699047.113,6713729.16,6699928.28,6701544.811,6704109.482,6664394.764,6674808.545,6649486.728,6618767.127,6600642.359,6602068.321,6656182.355,6654819.322,6634248.551,6592758.303,,
Least developed countries: UN classification,LDC,Agricultural land (sq. km),AG.LND.AGRI.K2,,5356359.9,5361275.8,5376691.35,5387361.95,5393586.95,5398921.9,5403527.9,5415603.9,5419127.55,5422788.53,5427483.05,5434003.95,5431813.15,5427505.35,5435248.3,5440179.4,5440873.36,5454571.43,5454136.12,5463660.65,5474875.38,5481228.15,5493106.73,5499640.715,5518914.08,5534339.254,5541031.769,5555961.614,5564591.419,5581085.193,5601251.478,5613422.985,6014525.982,6042536.965,6064692.019,6091815.56,6122896.697,6143828.798,6181651.547,6215843.873,6246294.376,6261705.714,6305604.635,6325576.04,6398447.974,6424405.649,6456432.865,6484398.1,6526262.145,6571502.946,6609409.593,8044070.233,8084906.901,8112479.441,8138066.456,8164035.157,8193851.615,8221125.248,8234772.468,8252467.702,8266936.37,8282423.715,8288410.109,,
Low income,LIC,Agricultural land (sq. km),AG.LND.AGRI.K2,,3613135.3,3617052.3,3621475.3,3627965.3,3625685.3,3621008.3,3622613.3,3630908.3,3636559.3,3629054.3,3633439.3,3643259.3,3647246.3,3641330.3,3643846,3650694.3,3652055.3,3654707.4,3656437.86,3666368.27,3666455.3,3671144.8,3680972.1,3684750.605,3689482.82,3700734.454,3700863.969,3704751.564,3706782.649,3728231.893,3746174.168,3758763.115,4153796.382,4175845.595,4191151.819,4208420.8,4233144.617,4249535.288,4273877.257,4301429.343,4329668.826,4341916.864,4380339.655,4395113.96,4458809.244,4477261.664,4497348.914,4504729.941,4532577.21,4567656.001,4597614.108,6023400.684,6053784.806,6072035.807,6086101.699,6108556.694,6128565.806,6147969.31,6160450.942,6172311.524,6179287.293,6184974.31,6188064.479,,
Liechtenstein,LIE,Agricultural land (sq. km),AG.LND.AGRI.K2,,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,80,80,80,80,70,70,70,70,70,70,70,70,70,70,70,69,67.7,66.4,65.1,63.8,62.5,61.2,59.9,58.6,57.3,56,54.7,53.4,52.4,52.2,52,51.8,51.8,51.7,51.7,51.7,51.7,51.7,,
Sri Lanka,LKA,Agricultural land (sq. km),AG.LND.AGRI.K2,,17230,17070,20600,21030,21560,22050,22550,23210,23280,23330,23390,23450,23510,23570,23590,23960,24330,24690,23590,23490,23490,22960,23080,23110,23150,23260,23340,23370,23400,23390,23420,23440,23200,23230,23260,23270,23280,23290,23450,23500,23510,23560,23859,22884,24925,24302,23824,25976,26096,26200,27300,27400,27400,27400,27400,27500,27602,28116,28115.728,28120,28120,28120,30069,,
Lower middle income,LMC,Agricultural land (sq. km),AG.LND.AGRI.K2,,7115889.576,7139241.971,7154056.254,7176064.363,7202472.28,7219079.333,7229127.19,7240956.216,7230439.343,7255961.286,7262418.077,7281137.661,7306287.636,7321216.876,7348088.868,7353433.908,7368777.151,7400574.079,7409772.268,7430828.595,7448238.624,7483313.779,7467621.596,7508655.376,7537623.26,7538969.237,7565602.142,7569769.277,7593308.989,7594923.017,7611273.486,7629011.716,7661855.558,7687615.018,7736853.607,7746467.745,7768655.806,7777617.398,7805946.173,7808760.529,7806234.817,7818649.558,7819737.433,7816999.468,7833256.656,7843199.341,7860948.141,7875241.037,7897789.552,7900257.829,7925917.325,7950959.08,7972744.354,7987376.554,8015809.769,8028056.961,8043062.318,8066288.399,8060689.323,8080258.255,8090585.942,8100485.799,8113685.325,,
Low & middle income,LMY,Agricultural land (sq. km),AG.LND.AGRI.K2,,27135846.84,27220733.16,27311053.56,27395498.95,27487824.16,27571584.23,27652138.59,27753750.49,27832555.71,27941062.61,28073174.98,28226123.43,28365847.04,28487568.77,28603855.12,28590365.32,28742607.79,28901991.22,29031588.63,29154068.9,29220431.27,29384878.25,29546111.43,29749310.21,29966059.58,30068035.3,30203028.25,30290872.87,30391708.28,30484806.31,30568745.41,30606600.07,31037899.63,31123799.58,31135183.47,31166313.8,31321904.91,31376195.58,31448419.06,31487172.48,31507981.17,31540559.94,31434518.43,31474512.15,31399210.04,31440103.63,31495677.9,31451291.51,31481121.67,31599853.61,31633845.83,33095549.78,33158411.66,33154996.97,33223369.99,33241230.62,33247324.68,33285505.48,33284560.64,33376969.83,33402566.98,33383841.82,33302210.63,,
Lesotho,LSO,Agricultural land (sq. km),AG.LND.AGRI.K2,,25810,25760,25760,25780,25780,25830,25830,25330,24780,24270,23640,23590,23590,23590,23760,23590,22920,22930,23090,22960,23020,22920,22870,23010,23080,22910,23300,23430,23050,23210,23230,23360,23340,23290,23240,23260,23290,23290,23290,23340,23340,23040,23040,23140,23270,23070,23290,23620,23390,23260,23120,22853,22521,22763,22230,23560,24180,24333,21544,23494,22294,22754,23607.48,,
Late-demographic dividend,LTE,Agricultural land (sq. km),AG.LND.AGRI.K2,,12929460.4,13011526.5,13095100.7,13174259.2,13267841.68,13350228.87,13429795.65,13513527.13,13602262.82,13694788.8,13803225.79,13898289.57,14005868.45,14120789.54,14212039.52,14182382.44,14306486.01,14422139.98,14506954.11,14611279.12,14688375.98,14808372.01,14939309.54,15075062.63,15216034.28,15265611.99,15314501.88,15361727.56,15411975.69,15459201.75,15505346.72,15498632.97,15450391.93,15467949.62,15382211.12,15374545.44,15504087.44,15506138.01,15512654.27,15520121.17,15476748.39,15468494.46,15315954.42,15304132.59,15306886.91,15310640.87,15309204.82,15326441.1,15331836.63,15389745.86,15382102.71,15383148.11,15404321.45,15386762.56,15394852.48,15391207.04,15374324.31,15359596.06,15325958.84,15315679.92,15298628.97,15268367.6,15204383.67,,
Lithuania,LTU,Agricultural land (sq. km),AG.LND.AGRI.K2,,33890,33890,33890,33890,33890,33890,33890,33890,33890,33890,33890,33890,33890,33890,33890,33890,33890,33890,33890,33890,33890,33890,33890,33890,33890,33890,33890,33890,33890,33890,33890,33890,33330,31260,34100,34110,34170,34250,34960,34180,28960,28850,25410,26043,28370,27907,26959,26721,26890,27723,28059,28422,28914,29524,30059,29539,29353,29470,29750,29428,29378,29113,28730,,
Luxembourg,LUX,Agricultural land (sq. km),AG.LND.AGRI.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,1280,1280,1280,1280,1290,1290,1310,1310,1307,1310.4,1312.7,1314.2,1308.8,1309.9,1312.7,1306.51,1311.58,1315.59,1315.824,1321.261,1328.018,1325.104,1329.982,,
Latvia,LVA,Agricultural land (sq. km),AG.LND.AGRI.K2,,25300,25300,25300,25300,25300,25300,25300,25300,25300,25300,25300,25300,25300,25300,25300,25300,25300,25300,25300,25300,25300,25300,25300,25300,25300,25300,25300,25300,25300,25300,25300,25300,25140,25400,18320,18740,17720,17490,16170,15880,15810,15950,15820,16420,17340,18550,18390,18250,18330,18050,18160,18410,18770,18720,18845,19310,19330,19380,19600,19690,19700,19700,19710,,
"Macao SAR, China",MAC,Agricultural land (sq. km),AG.LND.AGRI.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Agricultural land (sq. km),AG.LND.AGRI.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Agricultural land (sq. km),AG.LND.AGRI.K2,,233700,235800,238500,241100,244200,247380,249380,252380,254290,257050,259330,261700,264250,266300,269170,271500,275000,279180,280040,289300,290900,291770,292730,293840,293980,294970,296660,297440,300640,303430,303550,306160,307110,309640,307490,309660,308950,309760,306930,306520,303700,302830,308760,300410,299890,299460,299600,299810,300026,299883,301038,304030,305850,300825,300470,308750,310465.482,305258.072,296119.07,299112.594,299177.368,293706.111,297882.659,,
Monaco,MCO,Agricultural land (sq. km),AG.LND.AGRI.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Agricultural land (sq. km),AG.LND.AGRI.K2,,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25570,25570,25560,25560,25560,25560,25570,25440,25390,25340,25280,25220,24990,24830,24850,24810,24720,24650,24620,24600,24610,23150,23180,23179,23173,22571,22616,24711,24690,24650,24400,,
Madagascar,MDG,Agricultural land (sq. km),AG.LND.AGRI.K2,,351450,351700,351950,352200,352450,352700,352950,353200,353500,353700,353900,354200,354400,354750,357590,357640,359290,360000,360200,360400,360750,361000,361350,361600,361950,362200,362400,362700,362950,363250,363500,363700,364900,364800,364800,365960,374900,384900,395000,405000,408430,408430,408430,408430,408930,408930,408930,408950,408950,408950,408950,408950,408950,408950,408950,408950,408950,408950,408950,408950,408950,408950,408950,,
Naoero,NRU,Agricultural land (sq. km),AG.LND.AGRI.K2,,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,
